drug_name	ID
DACOMITINIB	11511120
LCL-161	24737642
SGI-1027	24858111
REGORAFENIB	11167602
ALECTINIB	49806720
SB-657510	11272107
ZOLANTIDINE	91769
METOXIBUTROPATE	4464271
CARMUSTINE	2578
3-DEAZANEPLANOCIN-A	73087
BORTEZOMIB	387447
LY303511	3971
ESTRAMUSTINE-PHOSPHATE	259329
WP1130	11222830
FOSCARNET	3415
SB-218795	6604858
MUBRITINIB	6444692
IDOXURIDINE	5905
ALPELISIB	56649450
NAVITOCLAX	24978538
TOSEDOSTAT	15547703
SECURININE	442872
CEDIRANIB	9933475
BAN-ORL-24	10296561
RUTIN	5280805
ABT-737	11228183
DIPHEMANIL	6127
MITOXANTRONE	4212
RS-67506	133076
DICLAZURIL	456389
MEVASTATIN	64715
MEK162	10288191
IRINOTECAN	60838
FORETINIB	42642645
PHENIRAMINE	4761
TRIAMTERENE	5546
PHA-793887	46191454
PJ-34	4858
LUCITANIB	25031915
D-64131	3921152
VANOXERINE	3455
EPZ-5676	57345410
METHYLPREDNISOLONE	6741
PF-3845	25154867
HMN-214	9888590
MERIMEPODIB	153241
GSK429286A	11373846
SB-431542	4521392
CGP-54626	197584
XL-647	10458325
CINNARAZINE	5353532
SB-228357	443390
AT-7519	11338033
RESATORVID	11703255
FENRETINIDE	5288209
NARLAPREVIR	11857239
CYT387	25062766
1-AZAKENPAULLONE	6538897
PD-318088	10231331
NUTLIN-3	216345
CILOSTAMIDE	2753
TIPRANAVIR	54682461
NONOXYNOL-9	72385
DIGOXIGENIN	15478
TRIFLURIDINE	6256
AVL-292	59174488
PINDOLOL	4828
OLDA	5282106
STEMREGENIN-1	46199207
RG2833	56654642
CARIPORIDE	151172
BINDARIT	71354
MYCOPHENOLATE-MOFETIL	5281078
ETHACRIDINE-LACTATE-MONOHYDRATE	165457
LOMITAPIDE	9853053
SN-38	104842
AVANAFIL	9869929
SB-505124	9858940
VTP-27999	16126898
HYODEOXYCHOLIC-ACID	5283820
TG-101348	16722836
4-METHYLGENISTEIN	5280373
K-RAS(G12C)-INHIBITOR-6	71815954
PEPSTATIN	5478883
DIGITOXIN	441207
TANAPROGET	4369524
PHA-680632	11249084
RUXOLITINIB	25126798
CHLOROGENIC-ACID	1794427
ODANACATIB	10152654
ARCTIGENIN	64981
AZD2461	44199317
JNJ-16259685	11313361
MELOXICAM	54677470
WYE-354	44219749
METRONIDAZOLE	4173
ZIPRASIDONE	60854
D-7193	99280
LEVOBUNOLOL	39468
LY2606368	46700756
DROSPIRENONE	68873
NSC-663284	379077
U-0126	3006531
RAMATROBAN	123879
PICOLINIC-ACID	1018
COLCHICINE	6167
RO-4987655	11548630
LY2109761	11655119
SR-57227A	131746
SORAFENIB	216239
VORINOSTAT	5311
VS-4718	25073775
IBUTILIDE	60753
GDC-0152	46940575
CYTOCHALASIN-B	5311281
IODODEXETIMIDE	11755220
DESOXYCORTONE	6166
BNTX	6438353
CCG-50014	2733079
CNX-2006	56968072
BEPHENIUM-HYDROXYNAPHTHOATE	54678490
DCEBIO	656765
RO-04-5595	46740
VINDESINE	40839
TAK-901	16124208
4-PYRIMIDINECARBONITRILE	10313094
ALVESPIMYCIN	5288674
TROVAFLOXACIN	62959
TREMORINE	5534
MK-0773	11950726
AMOXICILLIN	33613
THIOCOLCHICOSIDE	9915886
BARASERTIB	11497983
MK-2206	24964624
DOXORUBICIN	31703
NOREPINEPHRINE	439260
HEXYLRESORCINOL	3610
DINACICLIB	46926350
SKF-96365	104955
TEMOPORFIN	60751
PARDOPRUNOX	6918525
GOLVATINIB	16118392
ENOCITABINE	71734
AZACITIDINE	9444
GIMERACIL	54679224
RIBOFLAVIN	493570
ELACRIDAR	119373
TRICIRIBINE	65399
GEFITINIB	123631
DEFACTINIB	25117126
CHLORMIDAZOLE	71821
DIHYDROERGOCRISTINE	107715
FUDOSTEINE	134669
BEKANAMYCIN	439318
SUFENTANIL	41693
LOXISTATIN-ACID	13208200
MESNA	23662354
NAVARIXIN	9865554
ZARDAVERINE	5723
MINOCYCLINE	54675783
DIOSCIN	119245
COLISTIN-B-SULFATE	139031463
S26948	9958279
