drug_name	ID
F-L-Leu	4308
Stavudine	18283
SCHEMBL11977669	10108190
Famprofazone	3326
BRD-K18674849-001-01-0	13021033
UNII-U7RWT9J78O	6321411
BIO2_000413	6610353
SCHEMBL17783882	60187611
Bupropion	444
Butenafine	2484
CHEMBL2130935	44617483
CHEMBL2135417	44499123
N-Nitrosodiethylamine	5921
Acenocoumarol	54676537
Tacalcitol	5283734
CHEMBL1358228	8512230
CHEMBL2362080	49843444
MLS000063258	975656
Oxidopamine	4624
AZD2014	25262792
Homosalate	8362
MLS003130173	46903571
PRIMA 1	322968
SPECTRUM1505012	16667705
CHEMBL1269202	779754
CHEMBL552425	24875320
Etazolate	3277
Nisoxetine	4500
8-Bromo-camp, na	1913
Luteolin	5280445
Acamprosate	71158
Valsartan	60846
Tadalafil	110635
VTP-27999 (Hydrochloride)	66577067
2-(3,4-Dichlorophenyl)-2,3-dihydro-1,3-benzoxazole	2806677
MLS001116216	16446868
MLS001116217	16446678
145040-37-5	2540
Conivaptan HCl	216322
Alprenolol	2119
Butylscopolammonium	160883
CHEMBL3184674	145948434
4-Chloro-3-nitro-quinolin-2(1H)-one	2785467
Corticosterone	5753
SCHEMBL15150531	44348677
GW620972X	766949
SLx-2119	11950170
CHEMBL2144678	44507299
Dihydro-Beta-Tubaic acid	3548249
CHEMBL300780	9891901
CHEMBL2138898	44506678
60559-98-0	43345
TG100-115	10427712
Allopurinol	135401907
CHEMBL597055	25067496
Phenethylisothiocyanate	16741
13-Cis-retinol	9904001
MLS002703076	17452347
Felbinac	3332
F0566-0457	4190864
MLS002471791	35647030
MLS-0315868.0001	3921071
SU-4312	6450842
Ciclopirox	2749
QS-11	42623900
N-Acetyl-d-leucine	1241420
N-Bromoacetyltryptamine	399698
Bexarotene	82146
MLS-0435438.0001	6203183
LBH-589	6918837
GSK 3BETA Inhibitor VIII	448014
CHEMBL2355498	60184847
Naproxol	3032818
Norethindrone	6230
Pentoxifylline	4740
CHEMBL2355494	54618657
Sappanone A Trimethyl Ether	6857791
Rolipram	5092
PRE-084	126402
Mestanolone	10633
MEGXP0_001964	23983744
Acifran	51576
Tropicamide	5593
Urapidil	5639
4-Deoxyuridine	100016
MLS-0390851.0001	1400246
BRD-K35535652-001-01-8	54649351
Clofazimine	2794
SR3335	2360837
AR-C133057XX	9797857
ZIDOVUDINE [AZT]	35370
MLS000859112	2819095
Hispidin	54685921
NCGC00011940	3234518
SCHEMBL5345535	21917176
Tyrphostin AG 825	6091659
KUC104545N	44828476
AM 251	2125
PCL2_000121	23863760
MLS000517073	2442307
Sulfaphenazole	5335
Hinokitiol	3611
Endecaphyllin X	6710740
BRD-K69406317-001-01-8	44617510
Isoliquiritigenin	638278
Brucine	442021
Honokiol	72303
CHEMBL566899	3235086
Noscapine	275196
MLS000766281	3449
BRD-K63124331-001-01-5	73707586
MLS002699435	44552569
MLS002699434	44537709
2-Amino-3-(4-hydroxy-1H-indol-3-yl)propanoic acid	589768
PCL2_000349	23891087
(R,S)-N-ethylnornicotine	4658388
Mefenamic acid	4044
BIO2_000330	135403793
6Alpha-fluorotestosterone	10357822
Harmine	5280953
MLS003179196	46912148
Nimesulide	4495
MLS003179190	44489675
MLS003179191	46907806
MLS003179192	44492462
MLS003179193	46907798
BRD-A14652656-236-01-6	73707507
Ivachtin	11201705
DIMETHYL FUMARATE	637568
BRD-K54127914-019-01-6	60184964
Tropanyl-3,5-dimethylbenzoate	2837530
Sorafenib	216239
5-Nitroso-8-cinnolinol	19103
BRD-K10064333-001-01-5	60184974
Sasapyrine	5161
HA 1004	3546
AVN-944	9918559
Ergocornine	73453
SCHEMBL3664910	68735707
ALD1-H_001128	23892255
N-(6-Butyl-1,3-benzothiazol-2-yl)thiophene-2-carboxamide	1814489
CHEMBL1890839	44489173
CHEMBL214378	23646672
BRD7116	981129
L 2167	6603901
SR-02000000238	44607573
PK04_098276	24086306
2-Cyano-3-(3,4-dihydroxy-5-nitrophenyl)-n,n-diethylprop-2-enamide	4659568
SPECTRUM_001645	5702239
Theophylline	2153
Actarit	2018
Tivozanib	9911830
CHEMDIV3_001232	6401201
(S)-(-)-BAY K 8644	6603728
SCHEMBL16226502	73707384
Vorinostat	5311
10-Methylphenothiazin-3-amine	717880
MK-0752	9803433
GSK 525762A	46943432
BAS 07529539	1090316
SCHEMBL13324678	22094944
Gaboxadol	3448
Tipifarnib	159324
METERGOLINE	28693
SCHEMBL2554502	46907722
2-Amino-1-(3,4,5-trimethoxyphenyl)ethanol	28894
Aniracetam	2196
MLS002264481	44142155
MLS002264485	44142157
MLS002264487	25243777
MLS003129502	44505537
MLS002264489	25243774
Etilefrine	3306
Stiripentol	5311454
CHEMBL2141055	44486194
Caffeic Acid Phenethyl Ester	5281787
Perampanel	9924495
MLS000729299	1510379
PD-149163	11693501
Naloxone	5284596
Lorglumide	3960
CHEMBL3186091	54664976
DG-041	11296282
BRD-A94793051-001-01-0	73707430
ST50973695	2243732
Jatamansin	668081
MLS-0208612.0001	781660
F1743-0035	2981635
CYM50199	44620895
SMR000082310	2980973
92953-43-0	183470
Digitoxigenin	4369270
CHEMBL2134189	44506823
CHEMBL2362317	145948355
CP93129	124007
RS-100329	3567002
CHEMBL323994	9947841
BRD-K49553303-001-01-8	44491481
CHEMBL578159	44143089
BRD-K98630904-001-01-7	49842983
Cisaprida	6917698
KU-55933	5278396
CGP-12177	2687
4-Bromo-2-(piperazin-1-yl)thiazole	45787501
Malotilate	4006
Olomoucine	4592
HEMICHOLINIUM-3	9399
Cerivastatin	446156
CHEMBL2358156	54650077
BRD-K70165037-019-01-8	60184950
Thiotepa	5453
Pyridoxine	1054
CHEMBL2356894	54618912
2-(Ethylmercuriothio)benzoic acid	67361
PHA-665752	10461815
L741,626	133633
Ibrutinib (PCI-32765)	24821094
CHEMBL254777	11716890
Dorsomorphin	11524144
Procyclidine	4919
Reminertant	119192
5-Fluoropyrimidin-2-ol	101498
VU0447126-2	3473417
BRD-A80960055-001-01-7	73707418
Diphenyleneiodonium	3101
Andrographolide	5318517
ST50903421	1288922
CHEMDIV3_007370	4124546
SDCCGMLS-0066838.P001	6857784
CHEMBL568636	44142068
844499-71-4	54708532
LY451395	9889366
Ethisterone	5284557
Phenprobamate	4770
CHEMBL566722	44142055
Benfluorex	2318
Chlorambucil	2708
STK581349	135455921
STK139547	2207955
STK139544	2209276
Podofilox	10607
Phylloquinone	5284607
RG 13022	5353927
Lomerizine	3949
NIKETHAMIDE	5497
Icariin	5318997
CHEMBL2360190	54614567
Imidurea	38258
ST062844	1097834
MLS002703099	44825280
MLS002264363	44142092
BDBM43201	90843500
MLS000518920	3685735
CHEMBL2361787	145948354
CHEMBL2361784	54637865
Ranitidine	3001055
Thalidomide	5426
galantamine	9651
CHEMBL128444	5244802
Prochlorperazine	4917
MLS003130191	46903589
522-11-2	73416
BSPBIO_002472	10861069
Silibinin	31553
Sulpiride	5355
(Z) Fluvoxamine	3404
Panobinostat	6918837
SMR000067431	2998821
Sarafloxacin	56208
EPTIFIBATIDE	448812
GW3965	447905
Zuclomiphene	1548955
Metanephrine	21100
Trichostatin A, Streptomyces Sp.	6376322
Emodic acid	361510
Macitentan	16004692
PD-407824	4369491
Emapunil	6433109
ASN 04482516	1135867
STK218951	1262839
Riboflavin	493570
MLS001065874	24747172
MLS002276524	44246515
MLS002276520	44246512
MLS002276522	44246514
MLS002276523	25243794
BRD-K60073229	54649587
AG-205/37023070	4221587
DIMINAZENE ACETURATE	5284544
SMR000044269	663459
Trioxsalen	5585
Gossypol	3503
Ergocryptine	134551
CHEMBL2362782	54638006
BRD-K28026280-001-01-7	73707467
PCL2_000101	23891545
LE 300	4350931
KUC104547N	44828478
Rhizocarpic-acid	54733074
CHEMBL2356746	54616967
6-Amino-1-[2-(3,4-dimethoxyphenyl)ethyl]-2-thioxo-2,3-dihydropyrimidin-4(1H)-one	1259573
KUC103871	44543525
KUC103875	2933863
KUC103874	3579902
AZD3514	46893585
MLS003529999	1167615
Altanserin	3033677
SCH-28080	108137
MLS003128867	44494142
Benzylamine	7504
MLS002264419	44142120
CHEMBL3186516	54616134
Ganaxolone	6918305
MLS001250347	24856313
Sotrastaurin	10296883
Nelarabine	3011155
BRD-K30160673-019-01-7	60185457
Bromfenac	60726
CHIR-265	11656518
Varlitinib	42642648
MLS002264411	25109906
MLS-0004183.0001	666267
Ezetimibe	150311
Flurbiprofen	3394
Chelidonine	197810
Parachlorophenol	4684
RO 08-2750	17756791
VU0402604-1	44247542
Nobiletin	72344
PF-04620110	46926360
Piceid	5281718
3-Phenyl-1H-pyrazole-5-carboxylic acid	121025
GW501516	9803963
Rimexolone	5311412
CHEMBL2359168	54650189
Diotyrosine	9305
Allantoin	204
2-(Biphenyl-4-ylsulfonamido)pentanedioic acid	644601
BMS 641988	24768935
KUC104248	44629744
GSK-319347A	11626927
ST024029	5918561
CHEMBL2143154	54618805
N-Methylquipazine	5013
CHEMBL2203528	53347979
CHEMBL2136821	44488092
SD 169	14973220
CHEMBL1865584	46926574
ACON1_002163	23874505
pyrvinium	5281035
CHEMBL3187597	44500869
Progesterone	5994
Iguratimod	124246
Tyrphostin AG-494	5328771
Orlistat	3034010
FPA1_000240	23777578
SCHEMBL10015911	46780805
MLS003129745	44505401
MLS003129742	44505966
ALD1-H_000553	23892245
Rosiglitazone	77999
KUC103671	1510378
(4-{[(4-Fluorophenyl)sulfonyl](methyl)amino}phenoxy)acetic acid	1265060
Trichlorfon	5853
BG-STK33-59	53377448
MLS-0437135.0001	3193022
Dopamine 3-O-sulfate	122136
Flufenamic acid	3371
Floxuridine	5790
Acetyl-Farnesyl-Cysteine	6438381
Gemfibrozil	3463
Levonorgestrel	13109
Fenoprofen	3342
MLS-0315871.0001	4879301
Capsazepine	2733484
MLS003129292	44505608
MLS003129293	44489271
2-(Trifluoromethyl)phenothiazine	7082
Benzo[Def]Chrysene	2336
Acyclovir	135398513
GSK256066	9827968
MLS000582131	1299526
L-755,507	9829836
Betulin	72326
Alvimopan (monohydrate)	71587995
HG6-64-1	53302361
CHEMBL2356537	54646517
CO-1686 (AVL-301)	57335384
CHEMBL1531873	3242997
CHEMBL212197	16046239
201943-63-7	9819927
Diclofensine (hydrochloride)	157489
ZINC28755859	73707420
Sulfisoxazole	5344
RS-39604	5145950
Sitagliptin	4369359
MLS001172197	2449454
CHEMBL2362917	54661264
SPECTRUM_001054	5317223
CHEMBL2362331	54646672
CHEMBL2362330	54618881
Amoxicillin	33613
Abexinostat	11749858
Amperozide	73333
ST50591990	5929052
BRD-K04266880-019-01-3	60184959
Enoxacin	3229
amisulpride	2159
SUGA2_000444	23777636
Thioridazine	5452
MLS002473970	44202572
SCHEMBL6851809	6440033
MLS002725684	44629413
MLS002725683	44629407
ST013960	2300880
MLS003129118	44496399
BRD-K39172790-001-01-9	73707552
Pseudoephedrine	7028
PCI-34051	24753719
Rabusertib	11955855
Alectinib	49806720
Thapsigargin	446378
4-[5-(4-Fluorophenyl)-1,2,4-oxadiazol-3-yl]benzoic acid	24747214
[(8-Methyl-2-oxo-4-phenyl-2H-chromen-7-yl)oxy]acetic acid	679758
PD-169316	4712
761437-28-9	9934347
lapatinib	208908
Epothilone A	448799
NXY 059	6440181
BRD-K51166678-019-01-3	60184853
Fludarabine	657237
CHEMBL568614	44142054
CHEMDIV3_007318	6621029
SCHEMBL15422533	73707394
Rhapontin	637213
SQ22536	5270
(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid	54585
6-Methyl-n,4-diphenylquinazolin-2-amine	782168
Exifone	40399
MLS003126519	44241411
Angiotensin II human	172198
Lesinurad	53465279
[(Mesitylsulfonyl)amino]acetic acid	789791
CHEMBL1863653	44494668
Tosedostat	15547703
Calcipotriene	5288783
Levomethorphan	5362449
MLS002699918	44629412
MLS002699913	46948707
N-(Carboxycarbonyl)-d-phenylalanine	5288998
SCHEMBL14292490	71125363
naftidrofuryl	4417
SCHEMBL17052537	73707530
CHEMBL1698064	46925875
Cefozopran (hydrochloride)	9690120
N-(4-METHOXYPHENYL)-1-PHENYL-1H-PYRAZOL-3-AMINE	128268
BRD-K93923542-001-01-9	73707497
Succinylsulfathiazole	5315
Methotrexate	126941
Alprazolam	2118
Dutasteride	6918296
CHEMBL1311880	7066682
Propylthiouracil	657298
4-(3,5-Dimethyl-4-nitro-1H-pyrazol-1-yl)butanoic acid	2057146
CGP13501	3519541
1,3-Dicyclohexylurea	4277
MLS002473425	20862013
GSK-1059615	23582824
CHEMBL2142699	54618723
BRD-K96787835-001-01-1	44499520
CHEMBL2142922	54652493
CHEMBL567340	44142116
CHEMBL567341	44143088
Tributyltin Chloride	15096
Mevastatin	64715
NCGC00011767	3234345
CHEMBL2359362	56835556
MLS003128807	44617646
Sobetirome	9862248
CHEMBL436817	17759555
CHEMBL2355186	54646233
Procysteine	72390
MEGXP0_000831	14205635
ML098	7345532
SKF-83959	133538
ML090	616479
64632-43-5	71371555
SJ 172550	1317464
Merbarone	4990817
SMR000390896	3238551
Carmoxirole	57364
BRD-K63325940-001-01-1	60184861
CHEMBL2360276	54666402
AZD7545	16741245
Iloperidone	71360
MLS002473640	26043913
Dequalinium	2993
Dofequidar (fumarate)	9960287
MLS002473643	44202276
Acemetacin	1981
MLS001150507	24980924
SCHEMBL14328384	15692209
MLS002276502	44142061
MLS002276503	44142062
Carbarsone	8480
BMS-794833	44155856
MLS002276507	44142066
MLS002276504	44142063
MLS002276505	44142064
F1679-0128	1242010
Pipemidic acid	4831
Ingenol Mebutate	6918670
Metronidazole	4173
SCHEMBL2560033	46907707
XL335	10026128
VX-809 (Lumacaftor)	16678941
STK206352	2809486
Levcromakalim	93504
CHEMBL474926	25147679
Gossypin	5281621
N-[2-Chloro-5-(trifluoromethyl)phenyl]-5-(pyridin-4-yl)-1,3,4-thiadiazol-2-amine	1294885
BRD-K83397037-001-01-0	54631931
CHEMBL3186688	46947855
MK-8245	24988881
5-S-cysteinyl-dopa	14178745
KUC103853	44483164
6-Methoxy-harmalan	417052
GS-39783	6604928
CHEMBL1712678	46907676
CHEMBL3185347	44616668
ATN-161 (trifluoroacetate salt)	92044380
BRD-A31801025-001-01-0	44511091
Dapagliflozin	9887712
Quinoxaline1	438981
Bifemelane	2377
CHEMBL3186531	54649762
CHEMBL3183012	60185009
LY-320135	5311257
BRD-K78822642-001-01-1	54637697
4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	4014291
BIO2_000376	6610347
SGI-1776	24795070
MLS000925170	20876331
Nimodipine	4497
CHEMBL2135649	44506727
1-Methyllysergic acid butanolamide	6540428
Axitinib	6450551
CHEMBL2354467	60185047
CHEMBL565584	6001181
4-Methoxy-2-(4-methoxyphenyl)quinazoline	946273
CHEMBL2358729	54651469
Naloxone(-)	4425
Danusertib	11442891
Betaxolol	2369
SCHEMBL6463149	46907796
UCL 2077	24868317
YS-035	5714
NCGC00025312-01	4364841
N-Acetyltyramine	121051
BRD-K44521151	134830137
ZD-7288	123983
rilmenidine	68712
Cirazoline	2765
Etravirine (TMC125)	193962
Tetramisole	3913
SCHEMBL1675332	46916180
Dabigatran Etexilate	135565674
UNII-5308DT8060	9799509
SUGA1_010488	23747926
Palmitoyl Dopamine	16759163
KI-16425	10367662
OSI-027	135398516
SPECTRUM_001604	4250
MLS001210968	776319
SMR000043226	662619
SU-6656	5312137
Mephentermine	3677
SCHEMBL2594610	38888103
MLS003129761	44505363
KUC104228	44623844
KUC104224	44623838
KUC104227	44623840
KUC104226	44623845
KUC104223	44623837
Ethinyl Estradiol	5991
PD-98059	4713
Fendiline	3336
CHEMBL2152358	70680410
CHEMBL2152359	70680396
MLS002703118	44820554
MLS002703119	44820562
Proscillaridin-A	222154
MLS002703113	44634542
MLS002703117	44820550
MLS002264444	25243736
MLS002264445	44142129
MLS002264446	44142130
MLS002264447	26471808
MLS002264440	44142127
MLS002264442	44142128
MLS002264443	25243735
MLS003129547	44505575
BRD-K23429973-001-01-0	54650962
MLS003129545	44505963
UNII-BXU45ZH6LI	5311340
MLS002264449	44142132
Spermidine	1102
Navitoclax	24978538
MLS002425843	42626479
Ranolazine	56959
CHEMDIV3_004193	6620794
Luliconazole	3003141
BRD-A58753560-001-01-2	73707488
CHEMBL1531854	46916206
MLS-0435437.0001	6202912
Furosemide	3440
GNF-PF-2272	460747
BRD-K99380810-001-01-1	44498186
15D-PGJ2	5311211
CHEMBL1270003	44460117
MLS003129817	46903255
CHEMBL1624052	44246708
3-Deazaadenosine	23190
F1396-0210	830235
Exemestane	60198
Gemcitabine	60750
SB705498	9910486
SCHEMBL3363896	13782419
SMR000047763	666410
PFI-1	71271629
STK177393	3150672
CHEMBL318111	838674
MLS001002737	2440433
9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole	5072
NCGC00025321-01	9604992
F1298-0937	4348310
Calcipotriol	5288783
Geraniol	637566
CHEMBL2135125	54654197
DSSTOX_CID_25343	13764
CHEMBL1705313	46925889
CI-218872	107950
SEW2871	4077460
RS-67333	183782
Cyanopindolol	155346
Closantel	42574
CHEMBL2357390	54618067
Vinburnine	71203
AK-968/41923934	4624993
CHEMBL2362352	54649935
Prilocaine	4906
CHEMBL2362357	54638292
BRD-K91339294-001-01-0	44488728
Immepip	3035842
CHEMBL1393909	44634544
Midostaurin	9829523
MLS000037800	658169
Dexketoprofen	667550
ZK 200775	208953
Tasisulam	10160238
2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine	6536897
BMS-299897	11249248
ACON1_001671	23958168
Dihydroergocristine	107715
MLS003221416	49787091
MLS003221411	17757109
MLS003221410	17757294
Androstenedone	13472
Tolazamide	5503
DM163	49849932
CHEMBL2357823	44495291
N-Arachidonoyl-gaba (na-gaba)	16759310
Brimonidine	2435
Auraptene	1550607
SCHEMBL1675174	44968219
MLS003126538	60138064
CHEMBL3185154	44503492
Suramin	5361
Theobromine	5429
1221186-53-3	44246499
Ampalex	148184
Dibenz[b,e]oxepin-2-aceticacid, 11-[3-(dimethylamino)propylidene]-6,11-dihydro-, (11z)-	60865
N2-Methyl-5-nitro-n4-phenylpyrimidine-2,4,6-triamine	3449329
SPECTRUM_000826	5702107
Beta-Narcotine	31411
RG 108	702558
ZINC3871788	51397512
MLS-0257792.0001	2332853
Epirubicin	41867
BRD-K44541805-001-01-1	44505649
2-(4-Chlorophenyl)-4-propan-2-yloxyquinazoline	914635
SB239063	5166
Cobicistat (GS-9350)	25151504
Bethanechol	2370
MLS003130223	44504944
CGS-12066A	2689
Levosulpiride	688272
BP-554	134117
BRD-K45758869-001-01-3	44493137
GNF-PF-5186	2864482
CHEMBL1892795	44825304
SAR245409	16123056
MLS003129153	44505344
Dextromethorphan	5360696
AM404	6604822
501919-59-1	252682
SPBIO_002239	6713924
Sinensetin	145659
Dapsone	2955
Tamibarotene	108143
L-161,982	9961192
Levocetirizine	1549000
Ethaverine	3280
CHEMBL2355432	54649998
CHEMBL2355430	44617670
Mafenide	3998
Cotinine	854019
MLS-0315872.0001	4879425
SRC Kinase Inhibitor I	1474853
Piperine	638024
Clomethiazole	10783
KUC104127	44602376
KUC104502N	44665680
SPECTRUM_001015	5702095
Griseofulvin	441140
Cabazitaxel	9854073
Sericetin	4020240
STK327831	135406353
Toremifene	3005573
CHEMBL2138962	44618858
STK721917	1548076
Canertinib	156414
Metolazone	4170
Hexylcaine	10770
SMR000115252	1017704
Metitepine	4106
MLS002729021	44460176
CHEMBL2361927	54618600
Fenticonazole Nitrate	51754
Odq	1456
BRD-K03113036-001-01-9	54654335
MEGXM0_000433	23900051
SMR000200744	1261872
313981-55-4	770820
Pantoprazole	4679
5-Bromo-n-(6-butyl-1,3-benzothiazol-2-yl)furan-2-carboxamide	1814490
MLS000057540	3000022
Cis-Platin	441203
NCGC00170205-01	24868581
ST022313	728578
Valrubicin	454216
C26H38O6	5282494
Daphnetin	5280569
Rufloxacin	58258
1-(3-Chlorophenyl)-4-hexylpiperazine	610696
CHEMBL2141591	54618444
Haematoxylone, Tetramethyl-	4309557
Clonidine	2803
CHEMBL2001494	44488751
CHEMDIV1_016684	2896739
2-(4-Nitro-phenylamino)-benzoic acid	201986
SPECTRUM_000051	5702090
CHEMBL3186554	54651242
SR-142948	5311451
SNX-2112 (PF-04928473)	24772860
MLS003568140	49852180
Kanamycin	6032
NCGC00170547-01	24868685
ZINC6718453	135465539
2-[(3-Carboxypropanoyl)amino]benzoic acid	287263
N-Methyltropan-3-yl 2-(4-bromophenyl)propionate	133002
Dubinidine	442897
Phenoxybenzamine	4768
Ticlopidine	5472
ACON1_002294	23986040
Phenolphthalein	4764
Rofecoxib	5090
BRD-K55065943-001-01-0	54638613
NVP-AEW541	11476171
Ziprasidone	60854
CHEMBL1984778	44483817
2-(3-Chlorophenyl)-5-(prop-2-en-1-ylamino)-1,3-oxazole-4-carbonitrile	2218783
NSC650841	373878
Carnosol	442009
Rutin	5280805
Terbinafine	1549008
MLS004342434	54654463
LY288513	2802894
BI-2536	11364421
GR-103691	4302960
SPOX1_002285	6731173
Irinotecan	60838
Rel-Cisapride	5311047
Eliprodil	60703
Methysergide	9681
HY-11007	5311510
MLS003129709	44485743
Fentiazac	28871
Tetroquinone	5424
Brompheniramine	6834
Plinabulin	9949641
Ketanserin	3822
Etomoxir	9840324
MLS003129705	44486354
MLS003153125	44825223
MLS003153124	45382271
Masitinib	10074640
MLS003153121	45382284
ARG-A1-22	800654
MLS003153123	45100455
MK 0893	11570626
BRD-K40349140-001-01-7	54651431
RG7388	53358942
CHEMBL586058	135665263
Chrysamine-G	160843
MLS002264463	44142143
MLS002264461	44142141
MLS002264466	44142146
MLS002264467	44142147
MLS002264464	44142144
MLS002264465	44142145
MLS002264468	44142148
MLS002264469	44142149
Glimepiride	3476
SKF-83566	1243
BRD-K27638907-019-01-5	60188256
BRD-K56987347	44505070
Cerulenin	5282054
Nadolol	39147
MLS000729763	3950572
Oxiranecarboxylic acid, 2-[6-(4-chlorophenoxy)hexyl]-, (s)-	1231
ZINC13298321	6540825
CHEMBL2356570	54654289
CHEMBL3186032	44489318
XE991	656732
Bepotastine Besilate	164521
NNC 26-9100	9893924
BRD-K06039860-001-01-4	54654211
PP 1	1400
PP 2	4878
PP 3	4879
Tyrphostin AG-112	5328804
CHEMBL2360158	60185359
NSC126859	5405270
5-(3,3-Dimethyl-2-oxobutoxy)-4-ethyl-7-methyl-2H-chromen-2-one	855012
SPECTRUM_000281	6710622
SCHEMBL16984306	54654332
SCHEMBL16984308	54654200
BJM-AF-64	49835877
CHEMBL2362313	54620069
Alvespimycin	5288674
fluticasone	5311101
Clenbuterol	2783
Articaine	32170
MLS003128614	45100442
MLS003128611	45100444
MLS003128610	45115629
MLS003128613	45100429
MLS003128612	45100452
CHEMBL3109371	44495351
CHEMBL3109370	44492448
JAK3 Inhibitor V	3799
MEGXM0_000358	24039271
SCHEMBL13401107	53487027
Pyrimethamine	4993
Tiaprofenic acid	5468
VU0420363-1	46897844
Dimethisoquin	6857
Avrainvillamide	11719255
vicriviroc	3009355
JNK-IN-2	57340680
CHEMBL3183442	130230299
GSK962040	15984937
Tubastatin A	49850262
6-Benzylaminopurine	62389
CHEMBL3605602	45489398
RO-194603	127382
INOSINE	135398641
(24R)-24-Hydroxycholesterol	10135759
Phenylbutanoic acid	4775
BRD-K03394322-001-01-8	44492086
Isoreserpine	5701996
R547	6918852
Sulfasalazine	5339
Oxethazaine	4621
CHEMBL2141431	44499873
MLS000715887	701237
Vanoxerine	3455
GW-5074	5924208
Aminolevulinic acid	137
CHEMBL2358136	44497383
Gliquidone	91610
Teriflunomide	54684141
Busulfan	2478
CHEMBL2359661	54637660
CHEMBL2359660	54618728
Colchicine	6167
MLS003650140	53382789
Erismodegib	24775005
E324	3293
CHEMBL2358397	54616675
CHEMBL2358392	44617370
BM 5	55005
BRD-K83893121-001-01-5	44505681
CHEMBL3186815	60191379
Meisoindigo	126274
Lofexidine	30668
Rathyronine	861
Ropinirole	5095
PK04_130213	23948194
Decitabine	451668
Dichlorphenamide	3038
CHEMBL2220622	44460157
Rimantadine	5071
MLS002607669	44517658
Cis-N,N-Dimethyl-9-(3-(1-Piperazinyl)Propylidene)Thioxanthene-2-Sulfonamide	6444849
MLS003130241	44505327
4-Hydroxytamoxifen	449459
MLS003130245	44505347
ASN 05257430	650361
MLS-0390876.0001	22416276
Safinamide Mesylate	3038502
Chenodeoxycholic Acid	10133
5807-14-7	79873
Mesalamine	4075
ICI-89406	123686
Desipramine	2995
MLS000594029	2183264
KUC103885	44593870
CHEMBL2359916	54646223
Elvitegravir	5277135
ARG-TCRUZI2-9	44493933
Palomid 529 (P529)	11998575
MLS003129138	44488158
SCHEMBL13736177	49853011
Mirtazapine	4205
CX-5461	25257557
AZD7762	11152667
CHEMBL2355142	54638526
ZINC00439757	872612
CHEMBL2355416	56835224
Ricolinostat	53340666
CHEMBL1573436	44460175
CHEMBL2138010	44496217
AEG 3482	698112
134052-66-7	1297
CHEMBL2139763	44491985
SU 1498	5941539
Felodipine	3333
SMR000127643	6619100
Dephostatin	2990
N-[2-(4-Fluorophenyl)-1,3-benzoxazol-5-yl]-2-(4-nitrophenoxy)acetamide	1326094
MLS000086415	3240990
PRESTWICK3_000121	5284353
NG,NG-Dimethyl-L-arginine, Dihydrochloride	16219246
Pifithrin MU	327653
ST056354	6436187
CHEMBL2361542	54646498
ST004815	673329
Erythromycin	12560
MLS002276542	44142081
SR59230A	9888075
Clioquinol	2788
MLS001065841	24747173
Todralazine	5501
Emedastine	3219
MAYBRIDGE4_002231	2820381
CHEMBL2356492	54654093
RG 14620	5353928
Tolperisone	5511
CHEMBL82327	5487407
VU0366968-1	44129591
MLS001065845	24747192
Ubenimex	72172
12K-612S	2769229
MLS002477154	46948703
MLS002477155	46948704
MLS002477156	46948705
MLS002477153	46948702
MLS002477158	46948706
Testosterone Propionate	5995
Emend	135413536
Opipramol	9417
BRD-A15493168-001-02-1	10410310
Metoclopramide	4168
MLS000094380	3238389
6-Azauridine	5901
BRD-K65404805-001-01-6	44607850
CGK733	6605258
MLS003429130	49835932
MLS003429131	49835921
MLS003429132	49835933
MLS003429133	49835916
CHEMBL2158345	7217946
CHEMBL2158348	46905029
Terbutaline	5403
Triazine Scaffold, 39	23648028
Dopamine	681
Pracinostat	49855250
CHEMBL3188086	54666525
CHEMBL2362639	60185239
CHEMBL1734733	46916182
CHEMBL2362635	54654478
MLN9708	49867936
(S)-Tipifarnib	9935249
IC 261	5288600
Ethoprophos	3289
2-[(Dimethylamino)methyl]-2,3-dihydro-1H-inden-1-one	5400
H89	449241
CHEMBL1991045	44487483
AS604850	11492951
N6022	44623946
Oxindole I	5908088
CHEMBL1332325	877874
CHEMBL2358276	54666674
UNII-Z4241U523E	262535
ESTRAMUSTINE	259331
SSR 69071	9872438
CHEMBL2133868	44507118
Wortmannin	312145
I-OME-AG 538	3725
GAP-134 (Hydrochloride)	44563896
ST014147	4207396
Dipivefrin	3105
Rhodanine derivative, 38	6161281
Nelfinavir	64143
Phenylalanyltyrosine	515709
CHEMBL2136621	44507309
MAYBRIDGE4_002839	2826386
Dronedarone HCl	219025
Enoxolone	10114
CHEMBL489621	9906851
Hyoscine N-Oxide	3000667
Zaldaride	65909
Nateglinide	5311309
CHEMBL3184881	54618169
MLS002391455	44142086
Acetylcholine	187
MLS000519739	3964693
Histamine 2HCl	5818
MLS003129721	44485055
Cinanserin	5475158
CAY-10594	25105715
Piceatannol	667639
Perhexiline	4746
MLS001065868	24747213
MLS001065864	24747183
MLS001065865	24747231
MLS001065866	24747180
MLS001065867	24747179
MLS001065860	24747189
