Term,p-value,statistics
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.2922826185047359,1.1090772654828902
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.06475743733055273,3.4111465717995646
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.22595157808049338,1.4661660633781444
REACTOME_CYP2E1_REACTIONS,0.07029873231415537,3.2760312517444103
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.6737666335715491,0.1772276802496228
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.3471710741465792,0.8837703945348805
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.7667461744084556,0.08799155583468553
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,0.05755558779280924,3.606457767895669
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA_,0.05990258128252905,3.5400797409731695
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.16673215881927012,1.9120821011431208
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.020232020823676235,5.39176290065976
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_,0.7614635662020321,0.09214832576619715
REACTOME_DAG_AND_IP3_SIGNALING,0.00936874203725015,6.751147329778877
REACTOME_DAP12_INTERACTIONS,0.477395874157611,0.5048062540212741
REACTOME_DAP12_SIGNALING,0.33199752155562,0.9410906133737518
REACTOME_DARPP_32_EVENTS,0.40607729375259516,0.6902560750702349
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,0.9272180189362259,0.008344011033068349
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,0.4344323951328727,0.6109445413800075
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,0.01380230452020099,6.063255182621678
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.811773208224537,0.056710231725186334
REACTOME_DEADENYLATION_OF_MRNA,0.49518363170914614,0.4652433413746891
REACTOME_DEATH_RECEPTOR_SIGNALLING,0.6670263856713605,0.185100166306629
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.28395591633042416,1.1480586253594571
REACTOME_DECTIN_2_FAMILY,0.42438062228706586,0.6381524289377429
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D_,0.12587858381006464,2.3426088408981975
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.599351402053446,0.2759752426046141
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_,0.6988252822863499,0.14969679299476366
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,0.05933426362580769,3.5558960774270463
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,0.03877064385899408,4.270888897196395
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,0.012110875495473223,6.294564705562387
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,0.08989198869835913,2.876306591819393
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,0.06946965908280055,3.2955069846660265
REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5_,0.8388580121245794,0.04135302578683834
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,0.7642419712063844,0.08994902387292722
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B,0.05122268595308037,3.800977015499177
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A,0.10391849747717197,2.6443523872018626
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_,0.9130145558257123,0.01193271068512373
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,0.025843976954808126,4.966427343639872
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,0.24813825066136014,1.3337552582398549
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,0.4869541190802644,0.48324946178745537
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,0.818015898589758,0.052944924002351804
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS_,0.2569587977861803,1.2850682754794622
REACTOME_DEFENSINS,0.3728066242477478,0.7942881511585147
REACTOME_DEGRADATION_OF_AXIN,0.9880642189970017,0.000223796844134478
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.4615369367269081,0.5421648208090952
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.26757094608104837,1.229157503888464
REACTOME_DEGRADATION_OF_DVL,0.12969558692533972,2.2961444033168172
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.08524222873074143,2.9620040437133603
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.29902302219488486,1.0785461399089398
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,0.1498954118920166,2.073314871952717
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.11884011187610154,2.432541130732829
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,0.572371248360696,0.3187310314012999
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.9801678078030511,0.0006179463558153445
REACTOME_DEUBIQUITINATION,0.3191662621885453,0.9923599629827015
REACTOME_DEVELOPMENTAL_BIOLOGY,0.031002080067975214,4.652847467639977
REACTOME_DIGESTION,0.4787897674343137,0.5016186411883783
REACTOME_DIGESTION_AND_ABSORPTION,0.2770979973604567,1.1812680478273727
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,0.4709026101764585,0.5198571826110348
REACTOME_DIGESTION_OF_DIETARY_LIPID,0.32224971220395027,0.9797938272018266
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,0.6751425026393421,0.17564543860040455
REACTOME_DISEASE,0.5773717841827559,0.31050284370861986
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,0.1409634599286299,2.167410114339317
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.18187041702931245,1.7822733723226878
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,0.13554641301798925,2.227803590513649
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,0.0018997928944321154,9.643920730522385
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,0.6907244099509242,0.1583022693821454
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,0.40730824579837477,0.6866439590294215
REACTOME_DISEASES_OF_DNA_REPAIR,0.39311211966418225,0.7292940205085688
REACTOME_DISEASES_OF_GLYCOSYLATION,0.016888463300227925,5.707927814026776
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.5215677631899015,0.41079205478567143
REACTOME_DISEASES_OF_METABOLISM,0.0033672806803873947,8.596941327365691
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.1685102313414149,1.8961469623815825
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.11579379263553412,2.473310712890738
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,0.07136586476877026,3.251322261253723
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.17553366475562673,1.8350377832204265
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,0.42190636671900605,0.6449989890108706
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,0.32985540886893994,0.9494654141493056
REACTOME_DNA_DAMAGE_BYPASS,0.7759907769426194,0.08096732506032216
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.18080197252379243,1.7910196957217517
REACTOME_DNA_DAMAGE_REVERSAL,0.00572107644606563,7.636122687597099
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.2703937150980143,1.2147485682913146
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.9340742862417054,0.0068425766434465
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.10089007293356257,2.6914167546745498
REACTOME_DNA_METHYLATION,0.16064713520270402,1.968123947728667
REACTOME_DNA_REPAIR,0.7503035085408414,0.10127618115205843
REACTOME_DNA_REPLICATION,0.7484297894824192,0.10285522477831271
REACTOME_DNA_REPLICATION_INITIATION,0.6003614478923798,0.2744510954459919
REACTOME_DNA_REPLICATION_PRE_INITIATION,0.8594193334311588,0.03136914888971662
REACTOME_DNA_STRAND_ELONGATION,0.2911463657643376,1.114312770321913
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.003205810905095668,8.686468984911857
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.21103231102077308,1.5643302642217674
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,0.022862599287443275,5.178914760506305
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.9422668249428715,0.0052448100042405185
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.8387795666842828,0.04139385796804833
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.39929013766047416,0.7104630370784968
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_,0.6462396114754283,0.21067403891942213
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,0.019262384362325108,5.477536761761077
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,0.15387857067857594,2.0333749412499107
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,0.0045390805225673505,8.054498527501389
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,0.06742220039896385,3.344689439260571
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.2739489920644917,1.1968658641512435
REACTOME_DSCAM_INTERACTIONS,0.6409957935514625,0.21744218618241842
REACTOME_DUAL_INCISION_IN_GG_NER,0.7436200656270948,0.1069703532181943
REACTOME_DUAL_INCISION_IN_TC_NER,0.46159056005710275,0.5420350434608999
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,0.5631499038179154,0.3342796017349063
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.47031989134735874,0.5212243138415209
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.1910723069312533,1.7093301210875358
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,0.3207508811135933,0.9858822266664317
REACTOME_ECM_PROTEOGLYCANS,0.2258722713976351,1.4666672006791157
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.5623424071106928,0.33566467587394244
REACTOME_EGFR_DOWNREGULATION,0.09932481508149348,2.716351491738627
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,0.9869419284175096,0.00026786547658830257
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,0.3330907978231301,0.9368440390823619
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.02087176978214935,5.33746781269304
REACTOME_EICOSANOIDS,0.2603687028298279,1.266795505240906
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,0.12804186180770522,2.3160858153413697
REACTOME_ELASTIC_FIBRE_FORMATION,0.15591894302367862,2.0133670360236704
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.9022470971215761,0.015085540099101284
REACTOME_ENDOGENOUS_STEROLS,0.015588393686715373,5.848719073753213
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT_,0.3899339158340598,0.739148077981904
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,0.7511854954488093,0.10053755733337445
REACTOME_ENOS_ACTIVATION,0.2577752937659009,1.2806657138420006
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,0.016619360980521063,5.7361311283256295
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,0.10012680699389799,2.7035224782953904
REACTOME_EPHRIN_SIGNALING,0.3550338127091992,0.8553835235153666
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.02634130692637064,4.933474289445935
REACTOME_EPH_EPHRIN_SIGNALING,0.03745072340742956,4.3297964836663505
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.14994976754811254,2.072761785664067
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,0.2717443217098031,1.2079206573501347
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,0.2303323569863707,1.4388078295007218
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,0.2385838908701018,1.3889417685895455
REACTOME_ERKS_ARE_INACTIVATED,0.16586813589100735,1.9198959074852615
REACTOME_ERK_MAPK_TARGETS,0.8636351234464195,0.02949760464360004
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,0.5364317993558549,0.38219320839167076
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,0.8063398856554276,0.06009877818176726
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K_,0.16402952757369788,1.9366794562097631
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG_,0.5218275341744205,0.4102797801327092
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,0.9817017892364177,0.000526033347365038
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5,0.6989955763791367,0.14951886119126984
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC_,0.5011939351540469,0.4524073892739601
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.0007587529843283157,11.33951105204795
REACTOME_ESR_MEDIATED_SIGNALING,0.9538442252955027,0.0033500927727560547
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,0.05380150755663361,3.7188470984372484
REACTOME_ESTROGEN_BIOSYNTHESIS,0.12499920412796894,2.35353577246908
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,0.19397619012855255,1.6871567983782845
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,0.8378409252329829,0.04188406491209585
REACTOME_ETHANOL_OXIDATION,0.6294192882409544,0.23284906696206883
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,0.816759206910676,0.05369194456609058
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,0.3603144106513231,0.836797102599469
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.7058118374911637,0.1424963193937986
REACTOME_EXTENSION_OF_TELOMERES,0.4357681805203406,0.6074006838272835
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.26292667364783506,1.2532813908076497
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.74564647136023,0.10522571668574048
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.4953053245103236,0.4649808400870522
REACTOME_FANCONI_ANEMIA_PATHWAY,0.9657364370602682,0.001845236398532993
REACTOME_FATTY_ACIDS,0.20177142661273298,1.6295057303739475
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,0.6762348781063623,0.17439514942786988
REACTOME_FATTY_ACID_METABOLISM,0.16961904729828145,1.8863069719389947
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.40783020437030704,0.6851171413759034
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.7463496193388637,0.10462404499443353
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,0.7644878695901063,0.08975577294893358
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.6725139839683743,0.17867548884375403
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.8757452132563802,0.024450057062396217
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.7762033489115445,0.0808095262354815
REACTOME_FCGR_ACTIVATION,0.8172689422740056,0.053388275912748424
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.8147255346448218,0.054912518825711056
REACTOME_FERTILIZATION,0.04581179936584879,3.9885011457686406
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,0.20045393982263443,1.6390639971683634
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,0.10388953181795424,2.644795396790501
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,0.027935357858664227,4.832052307762871
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,0.13860188667102671,2.193413097118269
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,0.0027466851206497823,8.968536558864349
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,0.1608545194882785,1.9661743483146588
REACTOME_FGFR2_ALTERNATIVE_SPLICING,0.5619253965585939,0.33638145925745266
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,0.16224073357723579,1.9532158477757278
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,0.34475464932,0.8926705112244068
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,0.07048949993791916,3.2715847403307357
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,0.02791567488212572,4.833267577238955
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,0.20452238054246308,1.6097824861175543
REACTOME_FIBRONECTIN_MATRIX_FORMATION,0.45111193984413567,0.5678565143628008
REACTOME_FLT3_SIGNALING,0.6078462607218255,0.2633231243655497
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,0.34534668662211265,0.8904821376809148
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.3842822973970931,0.7569576533323549
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_,0.9831156330722542,0.0004478723736319844
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.06144906346652541,3.497836298110094
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_,0.0356530571822585,4.4136223308822125
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF_,0.42743621402369913,0.6297794788670508
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,0.6423583611042096,0.2156710281506372
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,0.6475772594702116,0.20896828071418844
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.9628250389011856,0.0021723778243170084
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.4933384910493347,0.46923678878715064
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0.002636307068258676,9.043498162116736
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,0.7352401255741221,0.11435442209462658
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.28645405650760675,1.1362125645314627
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.926447920932314,0.008522024378748456
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.014591551323791837,5.965126788201138
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.010717047700216104,6.511642427071594
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,0.6521820981254797,0.2031601086370525
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,0.011853178201368596,6.33269920276214
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,0.08218285218203294,3.02119570365354
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,0.02330056819523376,5.145956684881466
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,0.0684530957497089,3.319729388304557
REACTOME_FRUCTOSE_METABOLISM,0.06125052092289472,3.5031959519291487
REACTOME_G0_AND_EARLY_G1,0.6939634059865075,0.1548282015598581
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.005908527485692075,7.577990408314832
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.9042944831685521,0.01445721711210217
REACTOME_G2_M_CHECKPOINTS,0.7784334099080992,0.07916409883478946
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.23607329365540766,1.403890290889726
REACTOME_GAB1_SIGNALOSOME,0.47855091751302714,0.5021637762297463
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.008693961066383208,6.884639292716489
REACTOME_GABA_RECEPTOR_ACTIVATION,0.0071087477383175515,7.245283810249585
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.6299683302669598,0.23210370643701128
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.006817253377889057,7.320497612546601
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.48672123140326784,0.4837663904725377
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,0.6687175123489482,0.1831059500996329
REACTOME_GAP_JUNCTION_ASSEMBLY,0.36134163956516996,0.8332250060890406
REACTOME_GAP_JUNCTION_DEGRADATION,0.04335734842221352,4.081414500408297
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.40276154984270607,0.7000659057629447
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.6523997734222088,0.20288798961219626
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.6702136402395915,0.18135232523656292
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0.30616031668296695,1.047167601314547
REACTOME_GENE_SILENCING_BY_RNA,0.3963062720230208,0.7195051648416656
REACTOME_GENOME_REPLICATION_AND_TRANSCRIPTION,0.9532641091446521,0.0034349314250501656
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,0.11314226418279033,2.509772498609669
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER_,0.4101587915529158,0.6783403891277946
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0.010027216812688502,6.630055003193061
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.0021470200372732755,9.419397924141402
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,0.08306982684956346,3.0037930139162086
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,0.6068698216915722,0.2647583022886109
REACTOME_GLUCONEOGENESIS,0.30143231659104,1.067846769166998
REACTOME_GLUCOSE_METABOLISM,0.8924254637027366,0.018288714440433822
REACTOME_GLUCURONIDATION,0.058114156266503555,3.5904027785676416
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,0.6251213439181512,0.23873488544618163
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.09381413348391077,2.8076769984983185
REACTOME_GLUTATHIONE_CONJUGATION,0.9323445223891409,0.00720723459337548
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,0.9520572461860093,0.0036148393796487637
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.9676536089826926,0.0016444079499971927
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,0.48098573995870786,0.4966274761922155
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS_,0.820524579452054,0.051470143307641866
REACTOME_GLYCOGEN_METABOLISM,0.2105011885640868,1.5679760180004916
REACTOME_GLYCOGEN_STORAGE_DISEASES,0.5175140475777759,0.4188447650537094
REACTOME_GLYCOGEN_SYNTHESIS,0.9625072177793267,0.0022097088573551408
REACTOME_GLYCOLYSIS,0.4596920140902814,0.5466444661034595
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.052542016675869024,3.758426005638962
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.04515292838554542,4.012918431176312
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0.28669594694041545,1.1350724957270297
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.17946726080721945,1.8020300877219557
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0.6461619026741525,0.21077339053196817
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.29615849952706075,1.091412304859503
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,0.8293222900373898,0.04647078575047785
REACTOME_GPCR_LIGAND_BINDING,0.15042181073563662,2.0679681074219984
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.5168824540447756,0.42010941362918397
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.18963385855478584,1.720459884042425
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_,0.27321844988056326,1.2005166058409547
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.21161341443648937,1.5603538699091222
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.1241532158579978,2.364128687801813
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.02613608722955689,4.946993134186963
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.03717737495648998,4.34226770713044
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.014968076801994471,5.920221489757036
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.17272940657362046,1.8590939610203208
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,0.06075790110093756,3.5165744912080954
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.0046623559102330105,8.005963086255143
